order_id,amount,profit,quantity,category_id
B-25854,381,144,2,8
B-25855,1027,441,8,8
B-25856,689,90,5,8
B-25856,257,3,2,8
B-25856,48,6,1,8
B-25858,16,0,1,8
B-25858,245,30,2,8
B-25861,128,4,3,8
B-25865,85,-1,3,8
B-25869,86,9,3,8
B-25870,845,84,7,8
B-25875,248,8,2,8
B-25890,465,207,9,8
B-25893,149,15,3,8
B-25898,499,33,4,8
B-25899,43,17,1,8
B-25902,79,6,7,8
B-25909,168,56,3,8
B-25933,412,-412,6,8
B-25933,207,-100,2,8
B-25934,105,33,6,8
B-25936,61,25,4,8
B-25943,149,15,3,8
B-25944,169,38,3,8
B-25945,60,3,3,8
B-25950,136,-33,5,8
B-25952,147,48,3,8
B-25954,891,0,5,8
B-25955,39,2,2,8
B-25957,16,2,1,8
B-25958,360,32,3,8
B-25964,89,6,5,8
B-25967,229,59,9,8
B-25979,560,44,3,8
B-25981,54,12,3,8
B-25983,230,5,2,8
B-25990,71,32,3,8
B-25996,18,4,1,8
B-25999,152,-3,5,8
B-25999,215,-30,2,8
B-26002,276,52,5,8
B-26002,141,7,7,8
B-26002,113,28,2,8
B-26003,498,-116,4,8
B-26004,147,44,3,8
B-26008,10,-1,1,8
B-26012,21,8,2,8
B-26015,128,55,1,8
B-26032,47,15,5,8
B-26035,291,119,11,8
B-26045,179,77,1,8
B-26050,169,55,4,8
B-26050,79,32,3,8
B-26051,382,119,2,8
B-26052,145,0,3,8
B-26053,425,208,7,8
B-26054,88,20,2,8
B-26055,43,11,1,8
B-26056,424,161,2,8
B-26060,382,68,3,8
B-26061,642,180,5,8
B-26064,22,0,2,8
B-26066,86,22,2,8
B-26067,1120,199,6,8
B-26073,29,9,3,8
B-26076,19,4,2,8
B-26081,93,-84,3,8
B-26081,637,50,5,8
B-26083,34,3,3,8
B-26085,86,22,2,8
B-26085,132,-10,3,8
B-26087,119,56,7,8
B-26093,33,-1,1,8
B-26093,148,25,3,8
B-26096,103,46,2,8
B-26098,409,86,3,8
B-25603,1355,-60,5,10
B-25603,180,5,3,10
B-25629,1560,421,3,10
B-25633,496,-79,2,10
B-25640,68,-62,2,10
B-25650,269,111,3,10
B-25655,97,-62,2,10
B-25671,832,0,3,10
B-25676,1263,-56,5,10
B-25681,523,204,7,10
B-25697,115,-39,3,10
B-25727,327,114,4,10
B-25737,187,-15,3,10
B-25743,503,-56,2,10
B-25753,341,-85,6,10
B-25755,1709,564,3,10
B-25757,3151,-35,7,10
B-25768,1582,-443,6,10
B-25781,767,-353,5,10
B-25796,559,-19,2,10
B-25803,106,12,3,10
B-25803,536,91,1,10
B-25850,117,36,2,10
B-25876,282,14,4,10
B-25877,1137,568,2,10
B-25881,2244,247,4,10
B-25902,1700,85,3,10
B-25910,685,7,7,10
B-25923,253,-11,1,10
B-25949,140,57,2,10
B-25951,250,100,3,10
B-25952,352,18,5,10
B-26040,833,93,3,10
B-26048,1104,209,4,10
B-26057,224,87,3,10
B-26070,75,29,1,10
B-26085,1487,624,3,10
B-26096,264,-26,3,10
B-26099,2366,552,5,10
B-25603,24,-30,1,11
B-25608,476,0,3,11
B-25612,259,-55,2,11
B-25626,1103,-276,3,11
B-25634,389,-83,3,11
B-25651,172,-103,3,11
B-25651,823,-18,7,11
B-25653,1327,318,8,11
B-25655,312,-312,7,11
B-25657,288,-180,4,11
B-25661,224,-81,3,11
B-25661,58,-42,2,11
B-25661,145,-104,5,11
B-25661,55,-33,2,11
B-25681,243,-14,2,11
B-25684,134,42,2,11
B-25698,516,-392,8,11
B-25701,98,-45,2,11
B-25702,424,-17,9,11
B-25709,41,-6,1,11
B-25713,158,-63,4,11
B-25717,55,-33,2,11
B-25720,30,-35,1,11
B-25730,473,42,4,11
B-25730,83,-81,3,11
B-25739,133,-56,2,11
B-25750,212,-24,2,11
B-25752,33,-27,1,11
B-25755,134,-34,2,11
B-25763,58,-52,3,11
B-25770,287,-280,12,11
B-25773,248,-70,3,11
B-25773,224,-143,3,11
B-25782,335,-22,7,11
B-25796,239,-162,5,11
B-25797,413,-314,9,11
B-25799,45,-15,2,11
B-25803,511,194,3,11
B-25805,112,15,2,11
B-25813,911,202,7,11
B-25820,119,1,1,11
B-25827,156,21,3,11
B-25853,2093,721,5,11
B-25877,269,33,5,11
B-25878,719,303,6,11
B-25881,2115,23,5,11
B-25885,734,248,2,11
B-25899,846,9,2,11
B-25904,83,12,2,11
B-25914,460,143,3,11
B-25924,148,54,2,11
B-25925,1228,14,3,11
B-25929,216,-135,3,11
B-25929,154,-85,3,11
B-25931,73,-36,3,11
B-25935,162,20,3,11
B-25935,1657,460,4,11
B-25952,173,69,3,11
B-25959,681,259,4,11
B-25959,429,17,3,11
B-25964,346,108,3,11
B-25983,32,-12,1,11
B-25991,90,30,2,11
B-26000,597,93,4,11
B-26003,315,-8,3,11
B-26014,406,97,7,11
B-26014,278,39,5,11
B-26017,78,7,1,11
B-26048,401,13,6,11
B-26053,120,1,1,11
B-26055,5729,64,14,11
B-26097,185,-26,6,11
B-26098,497,179,3,11
B-26100,828,230,2,11
B-25603,38,18,1,17
B-25630,114,-39,5,17
B-25630,42,-26,2,17
B-25687,14,-1,4,17
B-25696,44,7,3,17
B-25698,87,-83,5,17
B-25703,22,-15,4,17
B-25751,10,-8,1,17
B-25753,62,-56,5,17
B-25754,72,-46,7,17
B-25764,26,0,2,17
B-25767,9,-9,2,17
B-25776,47,-20,2,17
B-25777,69,-67,4,17
B-25777,117,17,6,17
B-25781,25,-1,4,17
B-25789,30,0,1,17
B-25793,63,-24,6,17
B-25818,36,0,4,17
B-25845,82,33,4,17
B-25851,135,54,5,17
B-25852,105,33,5,17
B-25860,112,24,3,17
B-25867,240,12,6,17
B-25870,10,4,1,17
B-25873,42,12,2,17
B-25879,57,28,2,17
B-25889,31,10,1,17
B-25889,119,43,7,17
B-25893,61,11,3,17
B-25896,42,7,2,17
B-25896,287,66,6,17
B-25908,179,25,5,17
B-25911,40,15,1,17
B-25951,30,5,2,17
B-25959,32,2,2,17
B-25979,82,27,3,17
B-25980,22,11,3,17
B-25985,197,20,4,17
B-26026,25,2,3,17
B-26052,78,28,6,17
B-26052,148,23,4,17
B-26056,19,-18,4,17
B-26069,55,18,2,17
B-26089,59,24,6,17
B-26089,139,14,3,17
B-26095,6,1,1,17
B-25604,65,17,2,18
B-25630,34,-22,4,18
B-25645,86,0,4,18
B-25648,30,13,1,18
B-25651,16,-10,2,18
B-25658,27,9,2,18
B-25659,148,72,7,18
B-25662,24,-2,2,18
B-25673,37,-5,3,18
B-25687,51,21,3,18
B-25693,82,-39,5,18
B-25694,167,43,7,18
B-25710,53,-18,4,18
B-25710,13,-8,1,18
B-25752,91,15,6,18
B-25753,107,31,5,18
B-25753,154,22,7,18
B-25757,34,-11,5,18
B-25764,119,43,5,18
B-25777,59,-46,7,18
B-25781,30,-25,2,18
B-25785,45,0,2,18
B-25801,15,-2,1,18
B-25804,156,36,5,18
B-25814,118,35,7,18
B-25850,45,1,3,18
B-25851,57,27,2,18
B-25851,90,29,5,18
B-25851,237,47,9,18
B-25874,124,54,5,18
B-25878,84,41,3,18
B-25886,63,1,4,18
B-25889,114,11,4,18
B-25896,190,68,8,18
B-25898,53,5,3,18
B-25900,140,68,5,18
B-25901,90,27,2,18
B-25912,102,11,6,18
B-25917,100,12,2,18
B-25919,28,4,1,18
B-25920,100,7,2,18
B-25921,170,19,5,18
B-25930,40,13,3,18
B-25930,202,89,9,18
B-25953,67,20,4,18
B-25955,54,14,3,18
B-25955,294,62,9,18
B-25969,171,17,6,18
B-25976,193,8,4,18
B-25977,180,54,4,18
B-25981,62,8,2,18
B-25983,50,-4,6,18
B-26002,71,19,3,18
B-26003,79,16,3,18
B-26010,55,3,3,18
B-26019,585,175,13,18
B-26027,54,8,4,18
B-26029,21,10,1,18
B-26038,41,19,2,18
B-26038,30,6,1,18
B-26050,325,32,7,18
B-26051,184,85,6,18
B-26052,101,16,4,18
B-26055,94,27,2,18
B-26057,54,8,4,18
B-26059,20,6,1,18
B-26061,27,8,2,18
B-26064,122,38,6,18
B-26067,67,2,4,18
B-26076,60,13,2,18
B-26078,44,20,2,18
B-26080,109,35,6,18
B-26083,145,16,3,18
B-26086,43,17,2,18
B-26092,97,14,2,18
B-26098,59,15,2,18
B-26100,34,10,2,18
B-25606,87,4,2,21
B-25637,117,14,3,21
B-25642,434,26,11,21
B-25643,37,-23,4,21
B-25651,49,3,1,21
B-25673,45,-2,4,21
B-25676,32,6,3,21
B-25676,79,36,4,21
B-25678,27,-25,2,21
B-25685,45,-2,4,21
B-25695,171,14,9,21
B-25700,129,-75,5,21
B-25701,33,-29,3,21
B-25702,75,0,3,21
B-25703,186,-141,9,21
B-25714,340,20,7,21
B-25717,90,17,3,21
B-25721,191,51,5,21
B-25748,141,10,4,21
B-25750,19,-1,1,21
B-25751,43,21,3,21
B-25783,21,-17,3,21
B-25787,40,-12,3,21
B-25802,23,-3,1,21
B-25803,137,5,5,21
B-25810,45,6,3,21
B-25858,82,13,2,21
B-25867,163,26,4,21
B-25872,57,27,2,21
B-25885,94,27,2,21
B-25886,107,37,3,21
B-25887,83,6,6,21
B-25892,139,30,3,21
B-25893,223,62,7,21
B-25898,191,93,4,21
B-25903,74,33,2,21
B-25910,125,15,5,21
B-25910,33,1,2,21
B-25941,177,41,4,21
B-25945,63,14,2,21
B-25950,261,13,6,21
B-25954,48,11,2,21
B-25956,89,-37,4,21
B-25959,132,49,3,21
B-25961,48,16,3,21
B-25973,79,39,2,21
B-25979,57,27,2,21
B-25985,108,26,4,21
B-25991,188,13,7,21
B-25992,141,41,3,21
B-25996,286,140,6,21
B-25999,223,62,7,21
B-26009,195,12,9,21
B-26010,85,13,2,21
B-26016,74,9,3,21
B-26028,77,36,2,21
B-26030,89,36,3,21
B-26033,111,35,5,21
B-26038,130,61,3,21
B-26039,83,34,5,21
B-26050,32,6,3,21
B-26052,15,1,1,21
B-26054,88,19,2,21
B-26055,213,4,14,21
B-26055,57,7,2,21
B-26070,54,12,4,21
B-26076,133,46,5,21
B-26096,140,56,4,21
B-26100,72,16,2,21
B-25607,50,15,4,22
B-25625,59,30,3,22
B-25632,19,-2,2,22
B-25651,7,0,1,22
B-25652,21,-13,3,22
B-25652,34,-6,4,22
B-25699,34,-13,5,22
B-25710,10,-1,1,22
B-25723,12,-7,2,22
B-25727,57,-48,6,22
B-25748,8,-1,2,22
B-25751,14,-3,2,22
B-25754,41,-14,5,22
B-25756,29,-24,4,22
B-25783,33,-10,6,22
B-25800,21,-6,3,22
B-25801,21,-10,4,22
B-25808,63,17,6,22
B-25818,32,11,2,22
B-25828,15,2,1,22
B-25835,52,11,5,22
B-25835,27,2,2,22
B-25846,94,7,7,22
B-25850,52,18,5,22
B-25864,22,8,2,22
B-25878,46,0,4,22
B-25881,26,9,2,22
B-25881,36,7,3,22
B-25883,105,26,8,22
B-25883,10,-2,2,22
B-25898,33,13,3,22
B-25899,22,9,2,22
B-25900,15,2,1,22
B-25903,25,11,3,22
B-25926,57,6,5,22
B-25940,46,0,4,22
B-25950,13,4,1,22
B-25954,27,0,2,22
B-25961,34,-12,5,22
B-25973,39,14,5,22
B-25981,42,13,3,22
B-25982,13,3,1,22
B-25986,71,4,5,22
B-26008,57,24,5,22
B-26031,67,9,4,22
B-26064,75,2,5,22
B-26074,57,21,4,22
B-26083,43,8,3,22
B-26091,59,10,4,22
B-26093,81,41,5,22
B-26096,45,9,3,22
B-26097,39,18,2,22
B-26098,96,48,5,22
B-25608,1364,-1864,5,23
B-25669,610,-66,2,23
B-25676,674,-187,2,23
B-25686,1829,-56,6,23
B-25702,941,-203,3,23
B-25779,1361,-980,3,23
B-25786,623,-192,3,23
B-25797,1630,-802,5,23
B-25806,632,-114,4,23
B-25852,869,67,4,23
B-25868,1118,206,2,23
B-25898,915,-99,3,23
B-25898,857,274,2,23
B-25910,1622,-624,5,23
B-25993,4363,305,5,23
B-26003,1745,122,2,23
B-26048,1461,202,5,23
B-25608,856,385,6,26
B-25610,1076,-38,4,26
B-25610,781,-594,6,26
B-25620,193,46,1,26
B-25638,816,-96,3,26
B-25645,133,-42,1,26
B-25650,245,-78,2,26
B-25653,1279,-640,8,26
B-25653,668,-31,3,26
B-25654,450,-90,3,26
B-25656,651,169,5,26
B-25663,294,138,2,26
B-25667,1030,206,8,26
B-25683,433,26,3,26
B-25686,332,-503,3,26
B-25696,887,80,3,26
B-25697,1300,-16,8,26
B-25697,322,-193,5,26
B-25728,1055,264,4,26
B-25744,373,-254,6,26
B-25752,735,-235,6,26
B-25754,262,-215,2,26
B-25756,643,-45,2,26
B-25760,322,-193,5,26
B-25772,1183,106,4,26
B-25777,1076,-38,4,26
B-25778,1506,-266,6,26
B-25781,584,-444,7,26
B-25798,448,148,2,26
B-25803,757,371,2,26
B-25804,321,26,3,26
B-25817,743,89,5,26
B-25826,637,261,2,26
B-25836,1298,65,9,26
B-25838,955,305,3,26
B-25842,1543,370,8,26
B-25845,757,371,2,26
B-25847,643,225,2,26
B-25851,300,42,2,26
B-25852,320,144,1,26
B-25853,579,139,3,26
B-25855,829,19,4,26
B-25855,1319,567,5,26
B-25887,2125,234,6,26
B-25893,372,59,3,26
B-25919,636,204,2,26
B-25923,484,28,3,26
B-25942,646,-23,2,26
B-25950,644,167,2,26
B-25950,1622,95,5,26
B-25953,744,119,6,26
B-25955,954,95,3,26
B-25961,446,53,3,26
B-25962,260,68,2,26
B-25969,720,43,2,26
B-25970,203,84,2,26
B-25973,4141,1698,13,26
B-25986,487,-23,3,26
B-25993,610,208,3,26
B-25993,173,86,1,26
B-26000,676,151,3,26
B-26009,285,128,2,26
B-26030,291,93,2,26
B-26050,382,92,2,26
B-26051,1337,147,7,26
B-26055,250,-12,2,26
B-26057,736,346,5,26
B-26061,965,-68,3,26
B-26061,206,12,1,26
B-26067,1137,-14,7,26
B-26073,1514,742,4,26
B-26086,762,101,6,26
B-26093,2847,712,8,26
B-26097,663,-212,5,26
B-25610,68,-55,5,31
B-25652,174,-70,3,31
B-25653,168,-10,3,31
B-25653,115,25,1,31
B-25653,227,102,8,31
B-25665,166,-113,4,31
B-25677,20,-2,1,31
B-25681,68,-27,3,31
B-25697,114,8,3,31
B-25699,21,-5,1,31
B-25704,126,-63,3,31
B-25730,187,30,4,31
B-25753,65,-52,3,31
B-25753,620,82,6,31
B-25767,74,-59,2,31
B-25777,61,-25,4,31
B-25787,229,-41,8,31
B-25794,176,37,6,31
B-25796,28,1,1,31
B-25797,976,293,4,31
B-25800,122,-66,9,31
B-25802,633,-633,11,31
B-25810,307,74,3,31
B-25821,125,0,3,31
B-25823,59,6,1,31
B-25830,93,15,2,31
B-25843,214,30,3,31
B-25850,513,215,2,31
B-25857,324,39,8,31
B-25858,294,109,7,31
B-25868,170,73,2,31
B-25893,688,103,6,31
B-25902,802,120,7,31
B-25902,154,26,4,31
B-25903,455,77,8,31
B-25909,108,22,3,31
B-25921,84,-42,2,31
B-25921,71,-44,5,31
B-25923,226,58,3,31
B-25928,122,15,3,31
B-25939,61,18,2,31
B-25939,136,41,3,31
B-25943,1547,340,6,31
B-25947,207,33,2,31
B-25951,40,18,1,31
B-25953,116,22,1,31
B-25955,1716,309,7,31
B-25968,811,154,7,31
B-25972,115,47,2,31
B-25989,42,15,1,31
B-25999,770,323,3,31
B-26006,1301,573,5,31
B-26020,319,102,6,31
B-26028,115,0,1,31
B-26030,221,35,4,31
B-26033,774,170,3,31
B-26034,425,183,5,31
B-26048,163,81,2,31
B-26050,166,27,2,31
B-26051,490,88,2,31
B-26052,774,170,3,31
B-26053,93,31,3,31
B-26054,139,21,3,31
B-26056,220,40,2,31
B-26061,508,203,2,31
B-26068,193,33,5,31
B-26081,169,0,3,31
B-26083,143,6,2,31
B-26083,45,17,1,31
B-26093,492,187,2,31
B-26096,88,11,3,31
B-26098,82,8,3,31
B-25610,30,-5,2,34
B-25628,35,-8,2,34
B-25631,89,-89,2,34
B-25638,880,97,8,34
B-25641,22,-6,1,34
B-25644,76,-92,8,34
B-25654,122,-21,3,34
B-25654,121,-17,3,34
B-25662,385,-77,11,34
B-25668,123,17,3,34
B-25683,155,56,3,34
B-25685,51,7,2,34
B-25685,264,-30,3,34
B-25692,141,28,7,34
B-25699,20,-22,1,34
B-25703,42,-23,2,34
B-25708,191,13,8,34
B-25710,216,-38,6,34
B-25710,616,-69,7,34
B-25731,131,-154,8,34
B-25738,70,-14,2,34
B-25745,132,-79,5,34
B-25750,539,-146,7,34
B-25750,78,-6,2,34
B-25753,47,-114,5,34
B-25757,98,9,2,34
B-25770,110,35,1,34
B-25774,38,-6,2,34
B-25787,140,-58,4,34
B-25789,67,-86,9,34
B-25818,94,20,2,34
B-25823,104,2,2,34
B-25823,103,50,2,34
B-25824,101,38,2,34
B-25847,264,71,10,34
B-25848,147,21,3,34
B-25853,95,11,4,34
B-25854,342,154,7,34
B-25855,550,242,5,34
B-25857,227,59,2,34
B-25870,57,7,3,34
B-25878,165,46,3,34
B-25883,127,29,3,34
B-25896,79,-2,2,34
B-25901,159,2,3,34
B-25903,60,-10,2,34
B-25918,244,122,5,34
B-25928,25,10,1,34
B-25932,71,-14,4,34
B-25938,61,1,2,34
B-25948,152,23,3,34
B-25950,190,19,9,34
B-25954,189,60,4,34
B-25963,53,8,3,34
B-25967,119,-24,4,34
B-25983,161,-229,8,34
B-25986,749,307,7,34
B-25993,221,26,7,34
B-25993,201,32,4,34
B-25996,217,72,2,34
B-25998,50,-28,5,34
B-25999,109,40,1,34
B-26001,149,17,4,34
B-26003,652,13,6,34
B-26003,114,41,6,34
B-26010,176,-13,5,34
B-26018,326,107,3,34
B-26021,122,59,7,34
B-26023,29,0,3,34
B-26036,341,44,7,34
B-26041,176,-28,5,34
B-26045,302,75,6,34
B-26070,582,262,5,34
B-25628,45,13,4,65
B-25635,23,2,2,65
B-25651,11,-4,2,65
B-25652,24,-21,7,65
B-25655,9,-6,2,65
B-25655,74,23,8,65
B-25656,101,18,9,65
B-25667,41,6,5,65
B-25674,17,-12,5,65
B-25678,7,-3,2,65
B-25690,31,10,3,65
B-25693,13,-13,2,65
B-25697,4,-3,1,65
B-25701,10,-8,2,65
B-25710,25,0,4,65
B-25721,29,-18,7,65
B-25735,7,-1,2,65
B-25736,31,-7,5,65
B-25740,7,0,2,65
B-25742,11,-8,2,65
B-25750,42,-15,12,65
B-25754,19,0,3,65
B-25754,9,-1,3,65
B-25757,17,-13,4,65
B-25757,46,14,5,65
B-25762,27,4,3,65
B-25786,17,-11,3,65
B-25793,24,-1,4,65
B-25802,13,-9,2,65
B-25830,71,0,8,65
B-25841,22,11,2,65
B-25843,50,7,6,65
B-25853,39,16,6,65
B-25856,10,2,2,65
B-25858,29,11,4,65
B-25858,27,5,2,65
B-25877,24,8,2,65
B-25896,31,11,3,65
B-25896,23,4,2,65
B-25899,28,6,4,65
B-25909,12,2,2,65
B-25916,80,26,9,65
B-25952,87,32,9,65
B-25955,45,8,4,65
B-25961,26,3,3,65
B-25961,34,10,3,65
B-25967,17,2,2,65
B-25975,29,2,3,65
B-25988,79,24,9,65
B-25996,62,6,6,65
B-26000,43,9,4,65
B-26001,8,2,2,65
B-26001,50,9,6,65
B-26003,17,2,2,65
B-26013,29,10,3,65
B-26030,11,5,1,65
B-26043,30,12,3,65
B-26044,28,10,3,65
B-26047,55,12,5,65
B-26053,17,1,2,65
B-26053,27,6,3,65
B-26078,17,8,2,65
B-26098,46,14,5,65
B-26099,9,3,1,65
